ProteinGroups,ProteinAccessions,Genes,ProteinDescriptions,UniProtIds,ProteinNames,FastaFiles,sample_01,sample_02,sample_03,sample_04,sample_05,sample_06,sample_07,sample_08,sample_09,sample_10,sample_11
P48036,P48036,Anxa5,Annexin A5,P48036,ANXA5_MOUSE,UP000000589_mouse_reviewed_can_220920,2043799.25,2003503.25,2173841,2426520.75,2431421,1698433,1808967.625,1771541.75,2386737,1928828.5,1673707.125
P48193,P48193,Epb41,Protein 4.1,P48193,EPB41_MOUSE,UP000000589_mouse_reviewed_can_220920,189815.9531,182199.6719,201659.625,171661.625,177770.7969,170379.25,211404.7344,164222.1563,187133.0938,176309.4844,207140.875
P48410,P48410,Abcd1,ATP-binding cassette sub-family D member 1,P48410,ABCD1_MOUSE,UP000000589_mouse_reviewed_can_220920,62369.78516,74176.33594,74082.23438,60795.74609,66132.10938,54334.42969,61892.97266,66206.5625,62163.39063,68020.82031,66118.57031
P48428,P48428,Tbca,Tubulin-specific chaperone A,P48428,TBCA_MOUSE,UP000000589_mouse_reviewed_can_220920,112343.0781,135478.375,123040.4766,113864.9922,135094.2031,123919.25,97314.3125,138191.2656,146989.0156,132696.5469,123942.3984
P48441,P48441,Idua,Alpha-L-iduronidase,P48441,IDUA_MOUSE,UP000000589_mouse_reviewed_can_220920,3428.521484,1919.03479,3270.243164,3846.669434,3652.015625,2504.167969,4956.625977,3903.596191,3149.025391,4246.114258,3722.19873
P48453,P48453,Ppp3cb,Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform,P48453,PP2BB_MOUSE,UP000000589_mouse_reviewed_can_220920,0.662008941,Filtered,Filtered,Filtered,Filtered,NaN,Filtered,Filtered,NaN,Filtered,NaN
P48678,P48678,Lmna,Prelamin-A/C,P48678,LMNA_MOUSE,UP000000589_mouse_reviewed_can_220920,2152104.75,2289107.5,2318793,2224799.5,2342397.5,1387947.625,1396079.5,1584429.25,1731757.375,1797651.625,1995390
P48722,P48722,Hspa4l,Heat shock 70 kDa protein 4L,P48722,HS74L_MOUSE,UP000000589_mouse_reviewed_can_220920,369016.8438,387209.4063,402387,380637.0938,397282.4063,358634.2813,358274.7188,382284.4063,435381.8125,398160.3125,352038.2813
P48725,P48725,Pcnt,Pericentrin,P48725,PCNT_MOUSE,UP000000589_mouse_reviewed_can_220920,15501.23438,15853.08496,12698.28027,12478.81641,11719.44531,19188.8418,15462.93945,18247.77148,16684.375,16906.88477,17836.67578
P48758,P48758,Cbr1,Carbonyl reductase [NADPH] 1,P48758,CBR1_MOUSE,UP000000589_mouse_reviewed_can_220920,9520342,9926297,9628521,9181038,9446349,9333864,8504243,8740281,10013452,9404144,9658513
P48771,P48771,Cox7a2,"Cytochrome c oxidase subunit 7A2, mitochondrial",P48771,CX7A2_MOUSE,UP000000589_mouse_reviewed_can_220920,1419199,1796195.75,2072118,1515444.5,1936556.5,923649.6875,1127336.875,1008193.188,1200935,1410030.875,1293481.75
P48772,P48772,Cox8b,"Cytochrome c oxidase subunit 8B, mitochondrial",P48772,COX8B_MOUSE,UP000000589_mouse_reviewed_can_220920,831501.75,689738.25,746701.125,981472.875,922360.625,600349.75,628327.5,548590.875,765617.4375,745974.0625,700711.8125
P48774,P48774,Gstm5,Glutathione S-transferase Mu 5,P48774,GSTM5_MOUSE,UP000000589_mouse_reviewed_can_220920,267105.5313,239717.8438,252886.1875,235993.0938,216660.2188,227438.7031,251872.25,235968.4844,246130.1094,228406.9375,287675
P48787,P48787,Tnni3,"Troponin I, cardiac muscle",P48787,TNNI3_MOUSE,UP000000589_mouse_reviewed_can_220920,18627456,19611712,18809644,21018190,22121910,20876238,17743654,19136636,21022034,19228358,19033622
P48962,P48962,Slc25a4,ADP/ATP translocase 1,P48962,ADT1_MOUSE,UP000000589_mouse_reviewed_can_220920,85249072,72859688,82304800,85054432,63581084,107234752,76989064,71738424,90953880,64651200,77789312
P48999,P48999,Alox5,Polyunsaturated fatty acid 5-lipoxygenase,P48999,LOX5_MOUSE,UP000000589_mouse_reviewed_can_220920,33664.875,16979.51563,41952.53516,42601.60156,25180.22852,72690.02344,49308.52734,48490.34766,40436.75391,34519.66016,50504.05469
P49138,P49138,Mapkapk2,MAP kinase-activated protein kinase 2,P49138,MAPK2_MOUSE,UP000000589_mouse_reviewed_can_220920,84703.04688,81136.63281,84070.90625,76967.57813,61291.94531,80998.99219,88299.09375,75178.58594,78811.17969,65769.58594,75122.69531
P49182,P49182,Serpind1,Heparin cofactor 2,P49182,HEP2_MOUSE,UP000000589_mouse_reviewed_can_220920,14519.84375,18110.66602,14133.20703,19126.62305,10158.48047,19419.82422,21089.33594,18352.45703,19184.26758,16680.94336,15549.69922
P49222,P49222,Epb42,Protein 4.2,P49222,EPB42_MOUSE,UP000000589_mouse_reviewed_can_220920,25535.64453,37842.74219,31974.71289,19555.55664,30143.75977,30262.93359,44921.33203,25053.71875,33930.96875,14156.68555,45096.96484
P49312,P49312,Hnrnpa1,Heterogeneous nuclear ribonucleoprotein A1,P49312,ROA1_MOUSE,UP000000589_mouse_reviewed_can_220920,883428.875,974323.0625,923897.875,923752.5625,998513.9375,543026.6875,601635.625,682673.6875,951074,786416.25,871093.75
P49442,P49442,Inpp1,Inositol polyphosphate 1-phosphatase,P49442,INPP_MOUSE,UP000000589_mouse_reviewed_can_220920,92331.1875,103737.3828,99464.30469,101546.7031,106290.5078,88068.38281,78654.76563,97097.65625,105606.2891,98642.07813,103474.4297
P49443,P49443,Ppm1a,Protein phosphatase 1A,P49443,PPM1A_MOUSE,UP000000589_mouse_reviewed_can_220920,231242.6094,210449.625,213064.1875,220218.3125,216219.9375,213849.5313,226786.875,203684.2344,209081.4531,197598.8594,226024.0313
P49586,P49586,Pcyt1a,Choline-phosphate cytidylyltransferase A,P49586,PCY1A_MOUSE,UP000000589_mouse_reviewed_can_220920,195472.0469,197673.0313,197464.3125,207551.2031,200212.3594,171514.9531,157189.6094,177067.6406,174060.8125,154997.25,160909.7656
P49615,P49615,Cdk5,Cyclin-dependent kinase 5,P49615,CDK5_MOUSE,UP000000589_mouse_reviewed_can_220920,147378.9844,163225.3125,163067.4375,137332.2188,137339.6094,194559.0781,158500.7031,159625.3281,169951.0156,161408.8438,167893.0469
P49710,P49710,Hcls1,Hematopoietic lineage cell-specific protein,P49710,HCLS1_MOUSE,UP000000589_mouse_reviewed_can_220920,16487.4668,16048.39355,17814.58594,30830.51367,19926.71289,24199.01563,18495.52148,20492.80273,46231.43359,24674.62305,17230.04492
P49722,P49722,Psma2,Proteasome subunit alpha type-2,P49722,PSA2_MOUSE,UP000000589_mouse_reviewed_can_220920,328675.4375,323339.1875,328671.0938,337608.0313,343436.625,329083.9063,281839.0938,317824.8438,329649.0313,308566.5313,303582.625
P49813,P49813,Tmod1,Tropomodulin-1,P49813,TMOD1_MOUSE,UP000000589_mouse_reviewed_can_220920,1321715,1436874.625,1382970.375,1327103.5,1538688.125,1144481.25,1291160,1292533.875,1452615.875,1462206.75,1396843.375
P49817,P49817,Cav1,Caveolin-1,P49817,CAV1_MOUSE,UP000000589_mouse_reviewed_can_220920,1016842.375,1105728.875,1056976.25,1218072,1248140.375,956715.375,927891.25,1048379.125,1088319.375,1241438.75,1087039.125
P49935,P49935,Ctsh,Pro-cathepsin H,P49935,CATH_MOUSE,UP000000589_mouse_reviewed_can_220920,96833.8125,105048.1094,84881,96860.65625,102932.7344,65080.78906,64098.67969,85622.95313,100265.9688,110067.4375,88482.80469
P49962,P49962,Srp9,Signal recognition particle 9 kDa protein,P49962,SRP09_MOUSE,UP000000589_mouse_reviewed_can_220920,136860.2188,133412.3594,133209.4531,134588.9375,139234.0938,130653.7578,152188.3594,142149.9844,155349.1094,144577.7031,148648.6719
P50114,P50114,S100b,Protein S100-B,P50114,S100B_MOUSE,UP000000589_mouse_reviewed_can_220920,10014.60938,13041.43164,8523.890625,11521.61621,12113.78418,6515.418457,11770.20801,10782.18945,18795.35938,18144.79492,14035.77148
P50136,P50136,Bckdha,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",P50136,ODBA_MOUSE,UP000000589_mouse_reviewed_can_220920,1126214.375,1094143.25,1114524.125,1166550.625,1099889.25,1156042.125,1225431.25,1177418.25,1239986.5,1219430.75,1302702.375
P50171,P50171,Hsd17b8,(3R)-3-hydroxyacyl-CoA dehydrogenase,P50171,DHB8_MOUSE,UP000000589_mouse_reviewed_can_220920,2052468.625,1778435,1849571.75,1785814.25,1724449.875,2229041.25,2280460.75,2098942.5,1895721.25,2014719.625,2276789
P50172,P50172,Hsd11b1,11-beta-hydroxysteroid dehydrogenase 1,P50172,DHI1_MOUSE,UP000000589_mouse_reviewed_can_220920,50930.68359,54859.03906,43261.60156,38620.78516,45838.01563,55597.24219,54975.3125,45419.32422,64619.30469,48570.97656,57747.30469
P50247,P50247,Ahcy,Adenosylhomocysteinase,P50247,SAHH_MOUSE,UP000000589_mouse_reviewed_can_220920,749779.8125,837421.5625,798372.125,773262,821492.3125,848477.25,810450.25,812844.375,776968.4375,759392.375,789730.0625
P50285,P50285,Fmo1,Dimethylaniline monooxygenase [N-oxide-forming] 1,P50285,FMO1_MOUSE,UP000000589_mouse_reviewed_can_220920,104910.9922,104515.9688,90120.60156,94078.72656,108234.1328,69095.33594,89698.38281,84187.52344,93007.34375,95446.46094,79121.69531
P50396,P50396,Gdi1,Rab GDP dissociation inhibitor alpha,P50396,GDIA_MOUSE,UP000000589_mouse_reviewed_can_220920,522599.125,531092.125,525141.3125,512910.75,495743.4375,439838.3125,490323.3438,500347.5625,443317.5938,449440.375,478099.0625
P50428,P50428,Arsa,Arylsulfatase A,P50428,ARSA_MOUSE,UP000000589_mouse_reviewed_can_220920,3730.655762,Filtered,6271.605469,10687.41406,Filtered,Filtered,8303.706055,Filtered,6454.415527,Filtered,Filtered
P50431,P50431,Shmt1,"Serine hydroxymethyltransferase, cytosolic",P50431,GLYC_MOUSE,UP000000589_mouse_reviewed_can_220920,60355.77344,59471.65625,64189.93359,59030.93359,64314.3125,71380.83594,73743.5,73826.75781,87476.83594,63233.54297,55903.57422
P50462,P50462,Csrp3,Cysteine and glycine-rich protein 3,P50462,CSRP3_MOUSE,UP000000589_mouse_reviewed_can_220920,13355655,13845343,13430033,14500839,15391471,15604052,12336725,14202323,13862068,11115765,11149415
P50516,P50516,Atp6v1a,V-type proton ATPase catalytic subunit A,P50516,VATA_MOUSE,UP000000589_mouse_reviewed_can_220920,177888.4375,171579.8125,168124.2813,179083.5625,158288.0781,169193.1094,171510.5625,161562.3906,191849.0156,165268.4531,155236.8438
P50518,P50518,Atp6v1e1,V-type proton ATPase subunit E 1,P50518,VATE1_MOUSE,UP000000589_mouse_reviewed_can_220920,56222.83203,52780.71094,55739.52344,60930.23438,51586.82813,49731.53125,49623.79297,39351.11328,60383.88672,46884.35547,51093.3125
P50543,P50543,S100a11,Protein S100-A11,P50543,S10AB_MOUSE,UP000000589_mouse_reviewed_can_220920,477223.625,541770,341959.5,463791.9375,474995.0938,444687.625,315536.8438,434292.2813,549544.75,436226.4688,485142.5313
P50544,P50544,Acadvl,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",P50544,ACADV_MOUSE,UP000000589_mouse_reviewed_can_220920,9891002,9588754,9846513,9613205,9501408,12679522,12458978,11952348,11363023,11175363,12126415
P50580,P50580,Pa2g4,Proliferation-associated protein 2G4,P50580,PA2G4_MOUSE,UP000000589_mouse_reviewed_can_220920,305920.1563,296243.125,292794.25,304773.0625,302151.3438,305808.2188,297545.5938,297115.375,330456.4688,270366.3438,280015.0938
P50608,P50608,Fmod,Fibromodulin,P50608,FMOD_MOUSE,UP000000589_mouse_reviewed_can_220920,135871.7344,94740.08594,133942.6406,156729.9219,105051.8125,128958.8281,105496.1016,135647.8125,90761.32031,101551.6953,112718.7734
P50752,P50752,Tnnt2,"Troponin T, cardiac muscle",P50752,TNNT2_MOUSE,UP000000589_mouse_reviewed_can_220920,36267108,36037988,39523312,35784624,40048604,40395672,37331216,37666012,38880992,36247320,35892368
P51125,P51125,Cast,Calpastatin,P51125,ICAL_MOUSE,UP000000589_mouse_reviewed_can_220920,7001067.5,7018928,6554721.5,7335000.5,6981631,6649132.5,6125345.5,7324524,7240618,7389985.5,7028293
P51150,P51150,Rab7a,Ras-related protein Rab-7a,P51150,RAB7A_MOUSE,UP000000589_mouse_reviewed_can_220920,981656.75,853321.1875,924680,926020.25,806056.8125,869586.1875,877925.0625,856710.25,937702.125,798950.5625,837428.875
P51163,P51163,Uros,Uroporphyrinogen-III synthase,P51163,HEM4_MOUSE,UP000000589_mouse_reviewed_can_220920,130319.75,122036.0078,133085.2344,135119.9063,119313.1016,134966.6406,118005.0625,123739.5313,142231.625,124315.1328,133939.75
P51174,P51174,Acadl,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial",P51174,ACADL_MOUSE,UP000000589_mouse_reviewed_can_220920,18156740,16992862,17075746,17884046,19463218,19423466,18094662,16737447,15161775,17317290,15287928
P51175,P51175,Ppox,Protoporphyrinogen oxidase,P51175,PPOX_MOUSE,UP000000589_mouse_reviewed_can_220920,163459.3281,162347.8594,146496.9219,164253.1875,129806.3906,170135.1094,149778.0781,142849.0313,152490.9063,148399.9844,170015.3594
P51410,P51410,Rpl9,60S ribosomal protein L9,P51410,RL9_MOUSE,UP000000589_mouse_reviewed_can_220920,443380.8438,376611.0625,404905.875,432766.3438,385360.1563,565521.9375,459991.3125,511455.0938,425496.5313,399087.7188,406542.25
P51432,P51432,Plcb3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",P51432,PLCB3_MOUSE,UP000000589_mouse_reviewed_can_220920,7026.493652,6013.102051,6607.185059,6849.921387,7125.089355,6201.125977,6491.187988,5269.687988,6342.476563,5758.202637,5763.362793
P51637,P51637,Cav3,Caveolin-3,P51637,CAV3_MOUSE,UP000000589_mouse_reviewed_can_220920,369830.0938,393197.5,340337.0938,312487.25,406771.375,293894.1875,283165.7188,319785.5,303887.4063,355560.2813,358219.25
P51655,P51655,Gpc4,Glypican-4,P51655,GPC4_MOUSE,UP000000589_mouse_reviewed_can_220920,33264.20313,27483.08984,20613.31641,29848.31836,16003.28027,19682.29492,19860.94141,21394.79102,26800.63672,22556.39063,31878.4375
P51660,P51660,Hsd17b4,Peroxisomal multifunctional enzyme type 2,P51660,DHB4_MOUSE,UP000000589_mouse_reviewed_can_220920,999632.625,1228235.75,1093873.5,895386.6875,1208562.375,1000887.563,985542.3125,1037992.625,1053626.875,1049791.875,999563.3125
P51667,P51667,Myl2,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform",P51667,MLRV_MOUSE,UP000000589_mouse_reviewed_can_220920,108416424,110957016,115211832,111648264,133348904,157032864,109089016,119344696,130813048,111717000,111409744
P51807,P51807,Dynlt1,Dynein light chain Tctex-type 1,P51807,DYLT1_MOUSE,UP000000589_mouse_reviewed_can_220920,66353.16406,53754.48828,63981.81641,57002.69922,55970.54297,43173.81641,32662.18359,39029.58203,38575.71875,33277.52344,30995.24414
P51830,P51830,Adcy9,Adenylate cyclase type 9,P51830,ADCY9_MOUSE,UP000000589_mouse_reviewed_can_220920,1899.556641,1978.381836,2919.457275,1460.713867,2228.308105,2726.063232,4585.455078,4610.424316,2399.194336,5772.683105,3149.159668
P51855,P51855,Gss,Glutathione synthetase,P51855,GSHB_MOUSE,UP000000589_mouse_reviewed_can_220920,131811.3125,99857.67188,109001.2188,129404.0938,96387.14063,124223.0391,118382.3984,112739.4609,110862.6953,109765.1094,102507.8906
P51859,P51859,Hdgf,Hepatoma-derived growth factor,P51859,HDGF_MOUSE,UP000000589_mouse_reviewed_can_220920,255227.0313,252860.0313,279082.5,270493,246108.6094,228419.9219,217283.6719,213804.8281,260632.6875,217169.7656,229139.3438
P51863,P51863,Atp6v0d1,V-type proton ATPase subunit d 1,P51863,VA0D1_MOUSE,UP000000589_mouse_reviewed_can_220920,117727.4375,87328.0625,118604.7578,95741.65625,105619.6953,80610.89844,103499.9688,61372.07031,96004.15625,77418.33594,83362.94531
P51881,P51881,Slc25a5,ADP/ATP translocase 2,P51881,ADT2_MOUSE,UP000000589_mouse_reviewed_can_220920,76848560,70007064,72747624,75646576,64999612,83160288,77099704,71550704,80851048,70001464,74586064
P51885,P51885,Lum,Lumican,P51885,LUM_MOUSE,UP000000589_mouse_reviewed_can_220920,1588938.125,1766724.875,1580040.25,1987088.875,1896077.125,1431798.5,1431774,1650112.25,2174177.5,2239841.25,1970935.25
P51912,P51912,Slc1a5,Neutral amino acid transporter B(0),P51912,AAAT_MOUSE,UP000000589_mouse_reviewed_can_220920,29857.34766,41417.16016,30178.65234,35972.95313,39710.61719,23426.70117,26589.03711,35882.37891,40033.11719,31509.34766,26422.04688
P52196,P52196,Tst,Thiosulfate sulfurtransferase,P52196,THTR_MOUSE,UP000000589_mouse_reviewed_can_220920,262404.2813,192667.75,181739.1719,238480.1406,195644.3594,315043.25,322743.125,284460.0938,245903.9063,271238.5938,291654.5313
P52293,P52293,Kpna2,Importin subunit alpha-1,P52293,IMA1_MOUSE,UP000000589_mouse_reviewed_can_220920,35726.55078,32227.75977,37154.04688,31109.48828,33148.05859,37619.96875,32263.65039,33102.78125,40224.45703,28442.20898,26928.51367
P52332,P52332,Jak1,Tyrosine-protein kinase JAK1,P52332,JAK1_MOUSE,UP000000589_mouse_reviewed_can_220920,55964.11328,42617.13281,45703.57813,62475.20703,27256.50586,68825.52344,69502.35156,26941.50195,58892.79297,29781.82031,42372.02344
P52430,P52430,Pon1,Serum paraoxonase/arylesterase 1,P52430,PON1_MOUSE,UP000000589_mouse_reviewed_can_220920,24662.19727,20902.12891,19398.58203,31763.60938,19097.91992,34582.20703,54212.34766,49643.02734,37087.86328,39877.39453,49123.74609
P52479,P52479,Usp10,Ubiquitin carboxyl-terminal hydrolase 10,P52479,UBP10_MOUSE,UP000000589_mouse_reviewed_can_220920,26532.87109,26449.67383,27361.17773,30488.77148,24910.49023,35202.26172,29707.22266,27134.68555,25196.44336,21771.60352,22509.61328
P52480,P52480,Pkm,Pyruvate kinase PKM,P52480,KPYM_MOUSE,UP000000589_mouse_reviewed_can_220920,21238638,19369474,20064292,20540804,19954846,23127496,22311882,20782496,21215014,21199744,20606910
P52503,P52503,Ndufs6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",P52503,NDUS6_MOUSE,UP000000589_mouse_reviewed_can_220920,5561463,5271775.5,5500522,5269197.5,5436047,6484452.5,5725351,6128945,5909074.5,5787963,5998241
P52624,P52624,Upp1,Uridine phosphorylase 1,P52624,UPP1_MOUSE,UP000000589_mouse_reviewed_can_220920,127223.6719,81092.625,98056.01563,125947.9453,122782.4531,62811.125,Filtered,38099.40625,34343.18359,31783.73633,Filtered
P52633,P52633,Stat6,Signal transducer and transcription activator 6,P52633,STAT6_MOUSE,UP000000589_mouse_reviewed_can_220920,14044.12988,10312.08203,15483.75781,21398.58789,21914.88672,22578.49609,11936.03809,18015.7168,15220.0459,12506.50977,18368.30273
P52760,P52760,Rida,2-iminobutanoate/2-iminopropanoate deaminase,P52760,RIDA_MOUSE,UP000000589_mouse_reviewed_can_220920,44475.15625,48071.32813,48865.77344,47789.96875,64547.71875,104219.2578,88232.26563,104638.5,51614.50781,79870.17969,60514.56641
P52792,P52792,Gck,Hexokinase-4,P52792,HXK4_MOUSE,UP000000589_mouse_reviewed_can_220920,28217.81836,2407.121094,61535.85938,27409.5,4019.707275,45029.48438,30677.33008,71450.14063,4713.503906,4015.570557,Filtered
P52825,P52825,Cpt2,"Carnitine O-palmitoyltransferase 2, mitochondrial",P52825,CPT2_MOUSE,UP000000589_mouse_reviewed_can_220920,4486719,3918936.25,3842791,3972985.25,3710015,6214433.5,5350455,5080101.5,4524846.5,4368260.5,5320711.5
P52840,P52840,Sult1a1,Sulfotransferase 1A1,P52840,ST1A1_MOUSE,UP000000589_mouse_reviewed_can_220920,16307.94727,18532.19922,15528.94336,18596.40039,11599.96973,19576.55859,16924.70703,18735.03906,12738.55859,16029.06934,2993.606445
P52875,P52875,Tmem165,Transmembrane protein 165,P52875,TM165_MOUSE,UP000000589_mouse_reviewed_can_220920,52531.47656,34073.64844,50804.67578,48920.12109,34732.75391,Filtered,25445.78125,18125.35742,25024.64648,36459.96484,36426.95703
P52912,P52912,Tia1,Cytotoxic granule associated RNA binding protein TIA1,P52912,TIA1_MOUSE,UP000000589_mouse_reviewed_can_220920,7058.953613,7393.108887,6098.73291,6534.625,4851.988281,7008.282715,3904.532959,4718.938965,5989.302734,3646.162354,6633.336914
P53026,P53026,Rpl10a,60S ribosomal protein L10a,P53026,RL10A_MOUSE,UP000000589_mouse_reviewed_can_220920,422962.4688,410587.3438,419904.8438,419745.8438,354331.1875,354504.5938,374095.125,356215.5625,418546.875,355380.9375,410760.9688
P53395,P53395,Dbt,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",P53395,ODB2_MOUSE,UP000000589_mouse_reviewed_can_220920,1361522.75,1345378.25,1339120.75,1281783.625,1435262.125,1287563.75,1338301.5,1398561.375,1249133.25,1344646.5,1407827.125
P53612,P53612,Rabggtb,Geranylgeranyl transferase type-2 subunit beta,P53612,PGTB2_MOUSE,UP000000589_mouse_reviewed_can_220920,39678.29688,38116.6875,46930.29688,42266.82813,34361.36328,45729.18359,35051.31641,38497.67578,41952.75781,32501.56641,37878.00781
P53702,P53702,Hccs,Holocytochrome c-type synthase,P53702,CCHL_MOUSE,UP000000589_mouse_reviewed_can_220920,699401.5625,686557.5625,653359.75,686203.5,660793.4375,682387.125,836701.5,858231.9375,755846.125,725527.375,846370.8125
