Location	chr	gene_name
31501676	CHR_HSCHR6_MHC_DBB_CTG1	PPIAP9
21483834	13	HIST1H2BPS3
46396414	11	AMBRA1
38406719	2	AC011247.1
69451473	10	TSPAN15
52872982	4	SCFD2
38431294	2	LINC01883
32932859	CHR_HSCHR6_MHC_QBL_CTG1	HLA-DOA
38481851	2	RPLP0P6
54316049	CHR_HSCHR19LRC_PGF2_CTG3_1	LILRA4
64404512	5	AC091862.1
72367327	10	MICU1
63240784	20	NKAIN4
52862290	4	RASL11B
72467749	10	AC091769.2
19755244	17	AC005722.1
52789994	4	LINC01618
56275639	CHR_HG142_HG150_NOVEL_TEST	OR5T1
56252200	CHR_HG142_HG150_NOVEL_TEST	OR5T3
120941728	12	HNF1A-AS1
49202791	17	GNGT2
147508927	6	SAMD5
56232106	CHR_HG142_HG150_NOVEL_TEST	OR5T2
72782885	16	ZFHX3
56210873	CHR_HG142_HG150_NOVEL_TEST	OR8J2
72728616	16	KRT18P18
56205125	CHR_HG142_HG150_NOVEL_TEST	AC022882.2
147406889	6	YAP1P1
68228651	9	AL353608.2
51856968	X	AC241520.1
101495052	15	AC090164.2
142761362	CHR_HSCHR7_2_CTG6	TRBV28
27787535	16	GSG1L
101522597	15	AC090164.3
101295419	15	AC023024.1
33159435	CHR_HSCHR6_MHC_COX_CTG1	HTATSF1P1
26712307	3	AC114877.1
56165500	11	OR5J7P
56159394	11	OR8K5
52712404	4	DANCR
52680609	4	AC104066.2
4871901	10	AKR1C6P
109864766	10	XPNPEP1
63761546	9	MYO5BP3
6879627	7	OR7E59P
74453790	7	GTF2IRD1
6855485	7	UNC93B2
157674321	1	FCRL3
31788620	CHR_HSCHR6_MHC_MCF_CTG1	LY6G6E
31783165	CHR_HSCHR6_MHC_MCF_CTG1	LY6G6F
60730176	13	AL161901.1
86026146	9	GOLM1
14583084	19	CLEC17A
219373527	2	DNPEP
120963026	X	CT47A5
60636888	13	EIF4A1P6
42067009	15	PLA2G4D
23980152	CHR_HSCHR22_1_CTG7	GSTT2
58505136	3	ACOX2
33365548	6	LYPLA2P1
58511310	3	AC116036.1
76623006	18	LINC01927
26619330	3	AC099754.1
26346681	3	VENTXP4
26216322	3	HMGB3P12
102937770	X	Z95624.1
142756048	CHR_HSCHR7_2_CTG6	TRBV27
237858893	2	RAMP1
14018880	16	LINC02186
188349376	CHR_HSCHR4_5_CTG12	AC093789.2
46385098	11	CHRM4
91163012	10	PCGF5
66087761	7	AC068533.4
56855244	Y	CTBP2P1
177519788	5	FAM193B
157573749	1	FCRL4
1798386	5	MRPL36
21233665	16	ANKS4B
120962087	X	AL670379.11
23949918	CHR_HSCHR22_1_CTG7	AP000350.8
99896248	4	DNAJB14
1725149	5	AC112176.1
99942081	4	AC097460.3
142736369	CHR_HSCHR7_2_CTG6	TRBV26
21300849	16	CRYM-AS1
37010859	22	TST
77784881	5	ACTBP2
23939998	CHR_HSCHR22_1_CTG7	AP000350.9
142722076	CHR_HSCHR7_2_CTG6	TRBVA
23926900	CHR_HSCHR22_1_CTG7	AP000350.15
27307483	22	AL020994.1
27276240	22	AL020994.3
142711413	CHR_HSCHR7_2_CTG6	TRBV25-1
96645227	8	CPQ
67353629	11	AP003419.2
97144170	8	AP003117.1
27221349	22	LINC01638
91152605	10	NUDT9P1
142875836	7	AC245427.1
90335223	7	GTPBP10
4735669	20	AL133396.1
47598654	16	NDUFA5P11
99828013	7	CYP3A43
142683514	CHR_HSCHR7_2_CTG6	TRBV22-1
77691166	5	TBCA
180847611	5	ZFP62
2658395	20	IDH3B
157171116	1	AL357143.1
142871203	7	TRPV6
10573091	11	MRVI1
157121191	1	ETV3
157128362	1	CYCSP52
13104902	19	TRMT1
52440494	4	AC097522.1
67398183	11	PPP1CA
100725705	14	DLK1
24305734	14	LTB4R2
48408306	15	FBN1
48528980	15	AC022467.1
157073257	1	KRT8P45
90345873	7	AC002064.3
90631906	7	TVP23CP1
113269532	11	NCAM1-AS1
41503638	15	LTK
90403434	7	AC006153.1
61894910	CHR_HSCHR20_1_CTG2	CDH4
44809059	19	BCAM
8303741	7	AC007128.2
17893379	CHR_HSCHR20_1_CTG1	AL035045.3
46557823	20	SLC13A3
149320593	2	FAM8A3P
176124210	5	AC139491.4
17872581	CHR_HSCHR20_1_CTG1	AC207480.1
8262264	7	AC007128.1
17814608	CHR_HSCHR20_1_CTG1	AL035045.2
8114025	7	AC006042.1
98943179	9	COL15A1
176143450	5	AC139491.6
33318558	6	DAXX
120236640	11	POU2F3
25372071	13	ATP8A2
24555834	3	EIF3KP2
4721910	20	PRND
120249759	11	AP001150.1
33321386	6	AL662820.1
44803701	19	AC092306.1
176143085	5	AC139491.2
46684365	20	TP53RK
99878336	4	LAMTOR3
49829125	20	AL162615.1
75635883	11	AP001922.2
24299862	14	NOP9
1394173	3	CRB3P1
55463002	19	C19orf85
39609717	7	AC004837.1
54199454	19	AC245052.1
13920157	16	ERCC4
42006132	15	AC039056.1
68627166	14	AL121820.2
67317871	11	RAD9A
208165343	2	C2orf80
76491652	18	AC018413.1
50374995	18	SKA1
76372717	18	AC009716.1
23117304	14	CEBPE
120937762	X	AL670379.4
63586000	8	AC018953.1
88586753	10	LIPJ
46746046	19	FKRP
44898711	6	NUDT19P4
15746630	22	LINC01297
1815246	19	REXO1
76209510	18	LINC01893
16382152	17	AC093484.3
9398355	12	AC141557.1
36913628	22	CSF2RB
63581254	9	AL591438.1
50466738	15	AC012170.1
20167228	19	ZNF486
50958631	19	KLK6
142602235	CHR_HSCHR7_2_CTG6	TRBV12-3
149068596	2	TXNP5
20206844	19	AC011447.4
20131894	19	AC011447.2
47004513	16	AC018845.1
43092167	22	AL022237.1
4655427	10	LINC00705
156641666	1	AL365181.3
616002	17	AC027455.1
503171	17	AC015853.2
54069895	19	TARM1
156646507	1	AL590666.2
68887233	CHR_HSCHR4_1_CTG9	UGT2B27P
552566	17	AC015853.1
8169944	X	VCX2
30740303	CHR_HSCHR6_MHC_APD_CTG1	PPP1R18
523140	17	AC015853.3
116560024	1	MIR548AC
22803145	13	RF00049
120244979	9	MIR147A
112648183	4	MIR302A
32429038	CHR_HSCHR6_MHC_MCF_CTG1	RF00026
37908738	8	RN7SL709P
52294219	3	MIR135A1
231460371	2	SNORD82
16858949	1	MIR3675
10222036	6	RNU6ATAC21P
138876359	7	RNU6-1272P
77566934	11	RNU7-59P
42615244	22	RNU12
116400848	X	RNU6-154P
19176288	12	RN7SL459P
144435551	8	MIR6893
83064204	5	SCARNA18
23170674	CHR_HSCHR15_2_CTG3	RF00017
34389943	9	RF00019
135810169	2	RF00019
75709495	5	RNU6-680P
171504245	3	RNU6-348P
154019920	X	MIR718
50799032	19	SNORD88B
22244962	8	MIR320A
22647582	18	RNU6-1032P
5148233	6	MIR3691
41286424	19	RN7SL34P
128150116	8	MIR1208
96965302	7	RF01887
89886485	15	RNU6-1111P
88099995	11	RF00019
49853616	14	RN7SL3
25174927	15	SNORD115-3
93721797	11	RF00493
62564912	20	MIR133A2
134918310	X	RNU6-616P
68627234	12	SNORA70G
128010382	8	RNU4-25P
133082829	7	RNU6-92P
1293918	X	MIR3690
232782665	2	RNU6-107P
87420341	5	RNU6-727P
189709539	4	RNU1-51P
36285312	17	RF00019
109046229	9	MIR32
55451495	X	MIR4536-2
111719769	5	RN7SKP57
282689	3	RNU6-1194P
55046861	CHR_HSCHR19LRC_LRC_J_CTG3_1	GP6
58850783	20	RF02131
66653469	8	RF00019
20085746	22	MIR3618
180161886	3	RNA5SP149
30115845	7	RF01699
27232255	10	RNU7-12P
102421197	8	RNU6ATAC8P
136721394	3	RNU6-789P
78088988	1	RNU6-1102P
89561434	16	SNORD68
70610086	14	RN7SL77P
116954983	7	RF02188
62187540	16	RNU6-21P
28507366	1	SNORA73A
129954693	7	RF00019
40498891	3	RNU5B-2P
558826	9	RNU6-1327P
107734773	5	RN7SL782P
18295143	20	RN7SKP74
168885355	4	RNU6-853P
63813190	9	RNA5SP284
30294670	CHR_HSCHR15_4_CTG8	RF00017
152394412	X	MIR105-2
72841437	7	RN7SL625P
31486996	CHR_HSCHR6_MHC_QBL_CTG1	RF00019
32286452	1	RF00019
4445978	19	MIR4746
151300518	4	RNU6-1282P
127869415	9	MIR4672
28901236	14	RF00019
74218549	X	MIR374C
64500774	17	MIR3064
53337453	16	RNA5SP427
32173684	10	RNU7-22P
53732981	19	RNU6-980P
100982926	14	SNORD114-22
98881650	7	MIR3609
91351192	13	MIR19B1
119169822	2	RN7SL468P
98395218	10	MIR1287
108060818	6	RF00019
176664676	2	RNU6ATAC14P
58292293	14	RNU6-341P
163923670	1	RF00012
17345616	5	RN7SKP133
62262387	2	RN7SL51P
38031608	CHR_HSCHR17_7_CTG4	RF00019
66980120	7	RN7SL43P
116909877	7	RF00019
53668697	20	RNU7-14P
54107066	CHR_HSCHR19LRC_LRC_S_CTG3_1	TFPT
39261107	11	RNU6-99P
55170532	5	MIR449A
149116178	5	RN7SKP145
54107066	CHR_HSCHR19LRC_LRC_J_CTG3_1	TFPT
8393015	4	RNA5SP152
55852492	3	MIR3938
69083176	11	MIR3164
47576471	11	RNU5E-10P
26373598	12	RNA5SP354
37847678	22	MIR659
17117576	5	RF00019
109450772	4	RN7SL55P
59450673	12	RNU6-871P
156814130	5	RNU6-556P
30675300	16	RNU6-416P
96410432	X	RN7SKP194
227561181	1	RNA5SP77
68284223	16	RNU6-1262P
15608078	1	RNU7-179P
60831664	2	RN7SL632P
14010669	7	RF00019
50003503	X	MIR188
164703026	1	RF00017
69191123	16	RF00019
148260574	2	RF00554
166180652	2	RN7SKP152
45537250	15	SNORA41B
35453954	20	MIR1289-1
63175940	7	RF00494
92904399	15	MIR3175
68695643	8	RNA5SP269
32175247	15	RF00019
2615124	4	RF00019
76139567	12	RNU6-1271P
212077613	1	MIR3122
162157107	1	MIR4654
100560686	15	RNU6-181P
161735808	1	RN7SL466P
124374332	3	MIR6083
41660441	8	MIR486-1
147259652	X	MIR509-3
87154041	10	RN7SL733P
87994618	10	RF00284
38125292	3	RF00019
118644000	11	MIR6716
131229607	2	RNU6-127P
126426893	9	RF00108
135742343	8	RNU1-35P
35310274	1	RF00091
79220942	5	RF00425
52702522	2	MIR4431
117184126	7	RF02183
6736712	19	MIR6791
47715283	6	RN7SKP116
37988794	22	MIR4534
25228967	15	SNORD115-32
31835263	6	SNORD48
12036496	17	RNU11-2P
99284022	9	RN7SKP225
31092912	CHR_HSCHR15_4_CTG8	MTMR10
76561634	17	SNORD1A
147199044	X	MIR513B
75121536	15	RF00601
24203116	16	MIR1273H
85509938	11	RNU6-1292P
92846059	1	RF00432
101025564	14	MIR1197
87300495	4	MIR5705
95003545	2	RN7SL575P
34941837	11	MIR1343
49966075	17	RNU6-1313P
49020618	3	MIR191
1724115	19	RF00017
123058909	11	SNORD14D
100974985	10	MIR608
13160178	8	RF00019
54138182	CHR_HSCHR19LRC_LRC_I_CTG3_1	CNOT3
179934401	2	RF00416
138259595	9	RNU6-785P
30581184	15	RF00096
173969318	1	RNA5SP68
143720510	1	RNU1-92P
129974891	5	RNU6ATAC10P
134849487	9	MIR3689A
91739609	6	RN7SL415P
228643809	1	RNA5S16
73711317	7	MIR4284
104252591	11	MIR7641-1
73191528	13	RNU4-10P
10037552	3	RNU6-670P
72376979	X	RNU2-68P
179845832	5	RN7SKP150
70443784	12	RNU4-65P
42398550	12	RNU6-249P
45847630	20	RF00017
120121909	3	RN7SL397P
62244330	15	RF00017
29191697	22	RNU6-1219P
30739156	1	MIR4420
54957703	CHR_HSCHR19LRC_LRC_T_CTG3_1	GP6
61874084	17	RF00019
48206258	X	RNA5SP503
125528244	3	RF00019
20411148	9	MIR4473
68575858	12	RF00017
2503047	19	RNU6-993P
59974757	1	RN7SL475P
100945649	14	SNORD113-9
70496107	14	RNU6-659P
28578749	1	SNORD99
62393607	12	RF00017
32441551	CHR_HSCHR6_MHC_COX_CTG1	RNU1-79P
25818234	18	RN7SL97P
54201473	CHR_HSCHR19LRC_COX2_CTG3_1	AC012314.6
76557653	6	RNU6-84P
66301809	16	RNA5SP428
93010257	1	RNU6-210P
180444509	5	RNU6-525P
79562745	5	RF00019
153265662	4	RNU6-1196P
122081720	7	RNU7-154P
17602910	10	AC069542.2
148436777	CHR_HSCHR7_3_CTG6	RF00017
98784426	15	MIR4714
128697439	7	RNA5SP242
44935585	2	RF02249
28915807	CHR_HSCHR6_MHC_MCF_CTG1	RF00026
46660658	15	RNU6-1014P
54317781	12	RNU6-950P
134142228	X	RF00019
47904348	20	RNU7-92P
19012157	16	RNU6-1340P
93967926	3	RF00019
8389290	19	MIR4999
35930158	7	RNU6-1085P
41303237	4	RF00019
90166233	15	RN7SL346P
76265543	8	RNU2-54P
35889558	17	RF00100
123301390	11	RF00096
25204357	15	SNORD115-19
8705456	16	RNU7-63P
112778363	5	RNU6-482P
128371099	5	RF00019
116452536	1	RF00019
31621467	22	MIR7109
54855129	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1	RF00026
153199700	3	RN7SL300P
247201967	1	MIR3916
114743445	3	MIR4796
2692861	17	MIR6776
25197576	15	SNORD115-15
74480133	14	MIR4709
30776860	CHR_HSCHR15_4_CTG8	ARHGAP11B
64076955	20	MIR6813
54201473	CHR_HSCHR19LRC_LRC_J_CTG3_1	AC012314.7
57772289	16	MIR6772
82668233	17	MIR4525
77698012	13	MIR3665
161222911	3	AC108738.1
156035301	1	UBQLN4
156054752	1	LAMTOR2
156009048	1	SSR2
63139250	1	AC096543.1
63159087	1	LINC00466
189982523	4	TUBB7P
190021407	4	DUX4L9
189979902	4	AF146191.1
189940788	4	FRG1
33296480	CHR_HSCHR6_MHC_DBB_CTG1	DAXX
155610205	1	MSTO1
100083563	1	SASS6
187970273	4	AC108073.1
187613765	4	AC097521.1
187746094	4	ADAM20P3
187532878	4	LINC02492
187201986	4	LINC02374
155586644	1	DAP3P1
10478524	4	AC110768.1
99472332	1	LINC01708
42856005	3	CYP8B1
62454298	1	DOCK7
62641122	1	AL138847.1
42732575	3	CCDC13-AS1
69904033	12	LINC01481
104265309	12	RPL18AP3
120533480	12	RNF10
97796921	1	DPYD-AS2
69999550	3	SAMMSON
70196894	3	MDFIC2
96678874	1	RPL7P9
215533133	2	AC012668.3
49500568	22	AL008636.1
49612657	22	Z97192.3
158275809	3	AC074276.1
158105855	3	RSRC1
151751443	3	AADACL2-AS1
52285913	12	KRT81
118375350	12	AC026367.1
52274647	12	AC021066.1
52275821	12	AC021066.3
60925733	16	AC009169.1
10258762	17	RPS27AP1
178286695	4	AC095041.1
118246084	12	RPS2P5
8631545	12	AC092184.1
9781680	4	DRD5
122681315	7	RPS26P31
93345888	1	DR1
10458555	1	AL354956.1
72219409	5	MRPS27
26826710	1	ZDHHC18
59709993	16	APOOP5
48489460	22	FAM19A5
185500660	4	PDLIM3
48139461	22	BX284656.2
48141542	22	BX284656.1
48044710	22	FP325330.1
52229093	12	METTL7AP1
79576460	CHR_HSCHR18_3_CTG2_1	AC068473.6
93079235	1	MTF2
47461299	22	LINC01644
43525187	1	PTPRF
154220179	1	UBAP2L
31488393	CHR_HSCHR6_MHC_QBL_CTG1	MICB
58776540	16	GEMIN8P2
159007119	4	AC093700.1
175458289	4	AC131094.1
40262672	1	AL050341.1
9344148	4	USP17L27
113969701	6	HDAC2-AS2
54132686	1	AL357673.1
49171611	3	KLHDC8B
73573615	9	AL451127.1
10395416	1	AL139424.2
65169571	12	LEMD3
9030286	4	AC073648.4
9000841	4	AC073648.6
158469586	4	AC121161.1
8846076	4	HMX1
101728648	12	SYCP3
81681174	17	ARL16
185204237	4	SNX25
153977743	1	AL358472.2
184984277	4	AC112243.1
84080168	15	EFL1P1
58752179	18	AC104365.3
58672613	18	AC104365.1
129323046	3	NUP210P3
184499484	3	AC128714.1
41525804	22	POLR3H
69084944	3	ARL6IP5
39236433	19	IFNL3P1
122234531	7	AC015983.1
92466451	12	LINC02397
92421531	12	CLLU1
91871122	12	AC090049.2
78749833	15	AC022748.3
32730753	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DQA1
100143957	14	DEGS2
99977115	14	AL133368.2
153746851	1	AL513523.4
96210860	14	AL355102.1
96259411	14	AL355102.4
10133345	19	DNMT1
121518366	1	AL592494.3
153774354	1	SLC27A3
121494379	1	AL592494.1
32492462	CHR_HSCHR6_MHC_SSTO_CTG1	BX120007.2
78661047	15	RPL18P11
3149797	12	TSPAN9-IT1
31277583	CHR_HSCHR6_MHC_QBL_CTG1	WASF5P
153547329	1	S100A3
105904681	14	IGHD3-9
105904497	14	IGHD3-10
94195940	4	HMGB3P15
105902649	14	IGHD5-12
174164441	4	AC012055.2
119747996	1	HMGCS2
152985231	1	SPRR1A
152930040	1	LINC01527
55247755	10	AC016822.1
129249606	3	COPG1
152908545	1	IVL
141876124	3	ATP1B3
127043430	4	AC096773.1
127096891	4	AC093772.1
152796751	1	LCE1D
126106139	4	AC105758.1
31018446	14	AL049830.4
152698364	1	LCE2A
152675295	1	LCE2C
152644393	1	AL139247.1
140453040	7	MKRN1
118614333	1	PSMC1P12
149812708	3	RNF13
149999645	3	HNRNPA1P24
105864215	14	IGHJ4
151770107	1	TDRKH
105863416	14	IGHJ3P
55493830	3	AC121764.1
105851708	14	IGHM
92833685	4	AC095059.1
98590723	12	PPIAP8
149357169	3	AC073522.1
97024021	12	AC013417.1
170814339	4	AC097486.1
132865855	12	AC127070.4
11890723	20	BTBD3
140282465	7	AC005377.1
140292752	7	PPP1R2P6
83112738	15	HDGFL3
49969673	19	SIGLEC16
22512852	14	TRAJ30
32812757	7	DPY19L1P2
89747802	4	AC097478.4
155734448	4	AC104083.1
151280024	1	AL391069.2
53267935	1	AL355483.4
151291797	1	PI4KB
89111500	4	TIGD2
55572468	12	OR2AP1
32495426	7	AVL9
128879596	3	ACAD9
129001629	3	EFCC1
35158306	10	ATP6V1G1P4
35098006	10	AL392046.1
127135426	10	FAM196A
179441982	2	ZNF385B
128852112	3	MARK2P6
112825939	6	AL360085.1
84038529	1	AC104454.2
55342841	12	OR6C7P
126073046	8	AC024681.1
54122547	3	CACNA2D3
113883667	13	BX072579.2
36531805	2	FEZ2
161580072	2	KRT18P46
47432133	1	FOXD2-AS1
140505611	3	CLSTN2-AS1
47380928	1	LINC01389
140449435	3	AC010181.1
140461000	3	AC010181.2
90125658	11	AP000648.2
39125770	19	PAK4
32140675	CHR_HSCHR6_MHC_APD_CTG1	TNXB
87634379	14	LINC02330
124529722	12	AC073592.7
60038269	4	AC097655.1
29656888	CHR_HSCHR6_MHC_QBL_CTG1	MOG
139230356	7	UBN2
183462851	3	AC092960.1
11841241	19	AC008543.4
78303884	1	PTGFR
113878168	1	BCL2L15
76347904	15	SCAPER
30370108	14	AL079305.1
57293699	3	DNAH12
47847233	4	NFXL1
95943293	12	AMDHD1
111250254	1	CHIAP1
78960258	12	AC090709.1
46537502	12	AC008035.1
23458529	20	AL109954.2
99512501	14	AL110504.1
131857420	12	AC131009.2
149606334	1	LINC00869
59565525	17	DHX40
28013363	21	LINC00314
35115357	20	EDEM2
55951819	7	MRPS17
197445061	3	AC128709.2
54543111	12	AC068789.1
197458405	3	AC128709.3
54497711	12	NCKAP1L
197505262	3	LINC02012
110947185	1	LRIF1
131828393	12	MMP17
110963302	1	AL360270.3
110943467	1	AL360270.1
22059197	1	CDC42-IT1
22052627	1	CDC42
46506996	1	DMBX1
168755816	4	RPL9P16
168356735	4	DDX60L
149390623	1	NBPF19
46532166	1	AL136373.1
172560888	3	LINC02068
172603440	3	SLC31A1P1
22068340	1	AL031281.1
172680714	3	AC007919.2
172630249	3	NCEH1
2969245	16	PAQR4
42380795	1	RIMKLA
111421510	X	RNU6-496P
25234247	15	SNORD115-35
43266633	17	RF00004
100874493	14	MIR337
119325171	8	MIR548AZ
96004563	2	RN7SL210P
78898840	15	RNU6-415P
12727232	8	MIR3926-1
116413766	1	RNU6-817P
184315658	1	RF00019
138175045	7	RF00019
90144592	16	RNU6-355P
49854591	19	MIR4749
54069947	CHR_HSCHR19LRC_PGF1_CTG3_1	TARM1
30405073	CHR_HSCHR15_4_CTG8	RF00026
181243312	5	SNORD95
136519568	9	MIR4673
21792434	22	RNA5SP493
75292706	15	RN7SL327P
6016877	7	SNORA80D
178142548	2	RNU5E-9P
120686621	6	RNA5SP215
195523087	3	RNU6ATAC24P
114490724	1	RF00019
30375294	21	MIR4327
109602828	3	MIR4445
12030303	2	RF00093
106271634	6	RF00015
75202703	X	RNU6-562P
53720096	19	MIR520D
146340420	6	RNA5SP222
49198900	15	RN7SL307P
62789815	11	MIR6748
131385249	11	RNU6ATAC12P
88477828	1	RN7SL583P
178429197	3	RNA5SP148
65065999	7	SNORA22C
181822872	3	RNA5SP150
9740643	2	RNU4-73P
71827177	3	RN7SL271P
65057755	1	MIR3671
159851906	1	RF00570
65471102	14	MIR625
93397139	CHR_HSCHR14_7_CTG1	RF00019
19249873	22	RF00398
195928589	3	RNU2-11P
94834398	12	MIR492
54115536	CHR_HSCHR19LRC_COX2_CTG3_1	PRPF31
149033057	7	RNU6-650P
67797087	9	RF00156
3782815	1	RN7SL574P
38014568	3	RF00019
77092057	3	RNU6-386P
54850289	2	RNU7-81P
150970671	4	RNA5SP168
196397508	3	RN7SL434P
16199203	2	RF00561
157976766	5	RNU2-48P
28018770	17	RF00601
34526510	20	RF00019
53458197	10	RNA5SP318
27610601	8	MIR6843
30763377	CHR_HSCHR15_4_CTG8	RF00017
147279247	X	MIR514A1
10649636	20	MIR6870
38797002	19	RNU6-140P
219058688	2	MIR3131
140992543	2	RF00019
74417594	17	RNA5SP448
11414051	4	RNA5SP156
25328640	2	MIR1301
59059226	17	RN7SL716P
87742543	3	RNU6-873P
73850487	X	RF01880
6017723	18	RNU5F-3P
50557682	20	RN7SL672P
62332487	20	MIR4758
128244721	9	MIR199B
20738679	15	RNU6-498P
54311972	13	MIR1297
11644067	6	RF00017
23879493	22	RN7SL268P
28913664	2	SNORD92
123485529	9	MIR7150
143897263	2	RF00019
54956665	CHR_HSCHR19LRC_LRC_J_CTG3_1	NLRP7
36864254	9	MIR4540
64652888	15	RF00019
130386621	5	RNU7-53P
30977263	CHR_HSCHR6_MHC_MANN_CTG1	RF00019
143945191	8	MIR661
54703078	CHR_HSCHR19LRC_PGF2_CTG3_1	NLRP2
190019116	CHR_HSCHR4_6_CTG12	RF00001
190015138	4	RNA5SP174
68926894	16	RF00066
43233787	17	RNU2-1
25159221	15	RF00105
139511424	2	RF00139
247294835	1	RF00019
39768341	7	RNU6-719P
154295503	1	RNU6-239P
148402715	1	RNVU1-3
147782595	4	MIR4799
32586571	CHR_HSCHR6_MHC_MCF_CTG1	RF00003
34049119	20	MIR4755
95582064	X	RNA5SP510
235915415	1	RNU6-968P
24365651	6	RNU6-391P
74748613	17	MIR3615
75964980	3	RF00019
101967642	13	MIR2681
41851913	15	RNA5SP393
41899111	3	RF00096
56185104	3	RNA5SP133
51348567	13	MIR5693
183064235	2	RF00599
36285684	CHR_HSCHR17_7_CTG4	RF00019
65961183	5	RF00598
151565876	3	MIR5186
2784749	Y	RNU6-1334P
31478704	CHR_HSCHR6_MHC_DBB_CTG1	RF00019
128673681	3	RF00017
41871271	2	RNU4-63P
82402638	4	RF00150
158935798	2	RNU2-21P
29874059	20	RNA5SP532
139554900	5	RF00019
25180497	15	SNORD115-6
55737285	19	RN7SKP109
134500178	5	RNU6-456P
22225278	15	MIR1268A
32435572	CHR_HSCHR15_4_CTG8	RF00026
2155023	16	SNORD60
71685452	7	RN7SKP75
172613428	1	RNU6-693P
101041363	14	MIR300
76558791	17	SNORD1C
50675080	3	MIR4787
101960459	15	MIR1302-10
6572956	19	RF00019
38884560	2	RNU6-851P
22434391	8	RNU6-336P
104260531	5	RN7SL255P
36485343	5	RNA5SP181
166154743	1	MIR921
153471466	3	RNU6-901P
36147892	5	MIR580
230820250	1	RNA5SP79
37699895	4	RF00019
10287413	3	RF02126
180542701	3	RF00096
12406486	6	RN7SKP293
65018505	11	MIR6879
153607377	3	RF00019
24400056	16	RNU7-24P
100979002	14	RF00181
125512902	9	RN7SL30P
1962334	16	SNORA10
44154789	2	RNU6-566P
45881211	CHR_HSCHR17_1_CTG5	RF00019
53405673	X	MIR6857
101728642	1	RNU6-965P
7617439	19	MIR6792
158532718	7	MIR595
63919756	20	MIR941-4
56824375	14	RN7SL461P
163840561	6	RN7SL366P
193236794	1	RF00017
3991160	10	MIR6078
70311607	9	RF00019
148388282	1	MIR6077
46374401	13	RNU2-6P
22719517	1	MIR4684
97664591	2	RNU4-8P
213758067	2	MIR4438
100816041	14	RF01928
20175346	2	RN7SL140P
101047901	14	MIR889
85728194	2	RNU1-38P
179196473	1	RF00272
8845263	11	RNA5SP330
44254206	6	MIR4647
34297496	7	RNU6-438P
102837047	4	RNU7-151P
31760998	CHR_HSCHR6_MHC_DBB_CTG1	RF00019
6389638	19	MIR6885
96341140	7	RNU6-364P
7726841	16	RF00561
150568971	1	RN7SL600P
147495438	2	RNU6-715P
31055318	CHR_HSCHR15_4_CTG8	FAN1
110284853	2	MIR4436B2
2321718	11	RNU6-878P
156484098	1	RF00019
27315120	10	RNU6-666P
36858227	19	RF00019
42199570	15	MIR627
6967337	12	SCARNA12
15481808	11	RF00324
10025917	20	RF00017
113493835	5	RNU4ATAC13P
220118157	1	MIR194-1
74411357	15	MIR6881
30091662	15	RN7SL673P
206783234	2	MIR3130-2
121655475	3	RNU4-62P
49270132	3	RF00019
9442060	9	RN7SL5P
114799331	4	RN7SL808P
49416744	17	RF00019
201863373	1	MIR6739
10815485	2	RNU7-176P
125303920	9	RNU6-1020P
32362972	22	RF02171
32134738	5	RF00019
104484369	8	MIR548A3
169552449	5	RNU6-477P
41122907	11	RNU6-365P
111383092	11	RNU2-60P
25067788	15	SNORD116-7
15145215	19	RNU6-782P
12081899	17	MIR744
38779424	13	RNU6-56P
84039918	16	RNA5SP432
34478622	9	RN7SKP24
25091786	15	SNORD116-23
67808502	10	RNU6-1250P
65592731	8	RF00019
24004358	19	RNA5-8SP4
68970439	5	RN7SKP251
63618043	14	RNU6-597P
41672295	9	RF00019
90030284	3	RF00012
46753125	11	MIR5582
9556168	4	MIR548I2
21126271	13	RF02116
46306470	19	RNU6-924P
80585585	8	RNU2-71P
30951585	CHR_HSCHR15_4_CTG8	RF00017
67267601	1	RNU4ATAC4P
36450912	6	RN7SL502P
89837170	13	RF00212
29575306	10	RF00105
8895813	8	RNU6-682P
6017054	10	RF00397
130004528	8	RNU7-181P
7004007	16	RNU6-328P
133046481	8	MIR7848
42892396	4	RN7SKP82
22633258	1	MIR6127
28985710	1	RF00019
44938833	2	RF02251
32506283	3	MIR548AY
12297399	5	RNU6-679P
30825003	CHR_HSCHR15_4_CTG8	RF00019
48724408	17	MIR3185
93843764	3	RNU6-488P
1666360	20	RN7SL561P
109598893	1	MIR197
31523278	CHR_HSCHR6_MHC_DBB_CTG1	SNORD84
66364029	17	RN7SL735P
54868910	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	RF00026
110625645	12	RN7SL387P
97563812	12	MIR135A2
111490317	1	RNU6-792P
2652099	11	RF01946
632325	1	MIR6723
105897523	13	RF00402
18957957	19	RN7SL70P
68693804	13	RN7SL761P
54107066	CHR_HSCHR19LRC_LRC_I_CTG3_1	TFPT
76092834	6	RNU6-248P
32328397	CHR_HSCHR6_MHC_DBB_CTG1	RF00026
57126655	8	RNA5SP266
76785782	9	RF01894
35755177	16	RNA5SP423
55789368	7	RNU6-1126P
90755243	15	RF00093
91829774	1	RN7SL653P
43435132	11	RN7SKP287
45732082	13	RF00017
42440198	17	RNU7-97P
69182877	2	RNU6-1216P
